year,Infant,Children,Youth,Adult,Elderly,Sum Prediction,Total_Populations,Province,DependencyRatio
2017,14705.911541475833,71570.34322523254,73501.14811862698,319331.18214937206,57203.44347790062,536312.028512608,539571.5487797396,ยโสธร,0.36524411864655826
2018,14039.91154131192,70716.41769545387,71559.14077187616,320315.3996159733,59192.79544380164,535823.6650684169,539246.479526641,ยโสธร,0.3673347202859794
2019,13374.911541297019,69639.43290137281,69377.0746747536,320949.17975723895,61361.41378300018,534702.0126576625,538112.3949335692,ยโสธร,0.36988482477502654
2020,12711.911541267216,68334.47171154154,67919.59231591273,320761.1896490213,63227.02557033724,532954.19078808,536122.0388341375,ยโสธร,0.37118739983435056
2021,12282.911537780345,67300.73482197036,65370.30725393059,321904.0918064899,65421.794142905055,532279.8395630763,532231.4249583503,ยโสธร,0.37442557745737476
2022,11750.911539315164,66190.0299593647,62832.36091970533,321465.6513315623,68375.37450865855,530614.328258606,531647.2542224498,ยโสธร,0.3807365933281789
2023,11068.911541550338,64765.88697920526,61339.632583650484,320817.0655326414,71007.27904590235,528998.7756829498,529960.0218980268,ยโสธร,0.38424572509252025
2024,10425.82308252085,63655.53980657114,59391.26517409053,320709.78873040556,73435.76203044062,527618.1788240287,528315.3415425557,ยโสธร,0.3880997524321458
2025,9782.734623491364,62545.19263393703,57442.897764530564,320602.51192816964,75864.2450149789,526237.5819651075,526670.6611870847,ยโสธร,0.39199569277370006
2026,9139.646164461876,61434.845461302924,55494.5303549706,320495.2351259337,78292.72799951717,524856.9851061862,525025.9808316136,ยโสธร,0.3959342335685002
2027,8496.557705432388,60324.49828866881,53546.162945410644,320387.95832369785,80721.21098405545,523476.38824726513,523381.3004761426,ยโสธร,0.3999160773844862
2028,7853.469246402899,59214.1511160347,51597.79553585068,320280.6815214619,83149.69396859371,522095.7913883439,521736.6201206716,ยโสธร,0.40394194232402514
2029,7210.380787373412,58103.80394340059,49649.42812629072,320173.404719226,85578.17695313199,520715.19452942273,520091.93976520054,ยโสธร,0.4080125624556478
2030,6567.292328343924,56993.456770766476,47701.06071673076,320066.12791699014,88006.65993767027,519334.59767050156,518447.2594097295,ยโสธร,0.4121286882602645
2031,5924.203869314436,55883.10959813237,45752.6933071708,319958.8511147542,90435.14292220853,517954.00081158034,516802.5790542585,ยโสธร,0.4162910870924318
2032,5281.115410284949,54772.76242549825,43804.32589761083,319851.5743125183,92863.6259067468,516573.4039526591,515157.89869878744,ยโสธร,0.4205005436572612
2033,4638.0269512554605,53662.41525286414,41855.95848805088,319744.2975102824,95292.10889128508,515192.807093738,513513.2183433164,ยโสธร,0.42475786050359604
2034,3994.9384922259724,52552.068080230034,39907.591078490914,319637.0207080465,97720.59187582336,513812.21023481677,511868.53798784537,ยโสธร,0.4290638585341072
2035,3351.850033196484,51441.720907595925,37959.22366893095,319529.7439058106,100149.07486036162,512431.61337589554,510223.8576323744,ยโสธร,0.43341937753298526
2036,2708.761574166998,50331.37373496181,36010.856259370994,319422.4671035747,102577.5578448999,511051.01651697437,508579.17727690336,ยโสธร,0.4378252767119472
2037,2065.6731151375097,49221.0265623277,34062.48884981102,319315.1903013388,105006.04082943818,509670.4196580532,506934.4969214323,ยโสธร,0.4422824352752978
2038,1422.5846561080216,48110.679389693585,32114.121440251067,319207.91349910287,107434.52381397644,508289.822799132,505289.8165659613,ยโสธร,0.4467917530048299
2039,779.4961970785334,47000.33221705948,30165.754030691103,319100.636696867,109863.00679851472,506909.22594021086,503645.13621049025,ยโสธร,0.4513541508653792
2040,136.4077380490453,45889.98504442537,28217.386621131147,318993.3598946311,112291.489783053,505528.62908128963,502000.4558550192,ยโสธร,0.4559705716318901
2041,0.0,44779.63787179126,26269.019211571183,318886.08309239516,114719.97276759127,504148.0322223684,500355.7754995482,ยโสธร,0.46210996034738216
2042,0.0,43669.29069915714,24320.65180201122,318778.8062901593,117148.45575212955,502767.4353634473,498711.09514407715,ยโสธร,0.468720490978113
2043,0.0,42558.943526523035,22372.284392451264,318671.52948792337,119576.93873666781,501386.83850452607,497066.4147886061,ยโสธร,0.4754107116573063
2044,0.0,41448.59635388892,20423.9169828913,318564.25268568745,122005.42172120609,500006.2416456049,495421.7344331351,ยโสธร,0.48218207212039405
2045,0.0,40338.24918125481,18475.549573331336,318456.9758834516,124433.90470574435,498625.64478668367,493777.05407766404,ยโสธร,0.48903605748247625
2046,0.0,39227.9020086207,16527.18216377138,318349.69908121566,126862.38769028263,497245.0479277625,492132.373722193,ยโสธร,0.49597418932421344
2047,0.0,38117.55483598659,14578.814754211417,318242.42227897973,129290.87067482091,495864.45106884127,490487.693366722,ยโสธร,0.5029980268179594
2048,0.0,37007.20766335248,12630.447344651453,318135.14547674387,131719.35365935919,494483.85420992016,488843.01301125094,ยโสธร,0.5101091678958868
2049,0.0,35896.86049071836,10682.07993509149,318027.86867450795,134147.83664389746,493103.25735099893,487198.3326557799,ยโสธร,0.5173092504619434
2050,0.0,34786.51331808425,8733.712525531533,317920.591872272,136576.3196284357,491722.6604920777,485553.65230030887,ยโสธร,0.524599953649569
2013,38471.82231088615,162950.60284769055,161134.33318748063,648909.2361344247,109272.1443790043,1120738.1388594864,1135873.4504297012,ชัยภูมิ,0.3835529116016145
2014,36956.48186276376,161990.64522110802,158157.55602629995,650720.3927377585,114376.43210256597,1122201.5079504962,1136566.2942633042,ชัยภูมิ,0.38735579287973776
2015,35785.9893348193,160147.463177992,155503.95227720126,652636.8211090784,119441.03523960311,1123515.261138694,1138039.5426836943,ชัยภูมิ,0.390246969511177
2016,33969.59314040436,159291.76836581674,152511.9325475238,655927.445975604,124249.07537901806,1125949.815408367,1139363.229447267,ชัยภูมิ,0.39274489259203726
2017,32423.45324335311,158109.73730991394,149068.73413816091,658018.0183121724,128885.84132638073,1126505.784329981,1138939.7726450523,ชัยภูมิ,0.39576790340057555
2018,31085.42957595203,156360.27788461806,145319.12912306364,660233.7904499115,133969.9493348917,1126968.576368437,1140118.4364713656,ชัยภูมิ,0.39900005199639116
2019,29936.285414373044,153606.2241418959,141298.04290647,662005.9682969343,138872.4677974654,1125718.9885571385,1139130.0432432548,ชัยภูมิ,0.4013610947500868
2020,28723.42515209004,150144.7375310846,138179.13362450327,660951.3189112144,143883.67628033456,1121882.2914992268,1136976.3764385444,ชัยภูมิ,0.4038787884248268
2021,27195.99596872813,147391.89687700913,135306.79979046606,660288.667691468,149260.90649160178,1119444.2668192731,1120303.9501578582,ชัยภูมิ,0.40705209189077335
2022,25474.62848971746,144674.3118132305,132598.8308527486,658730.710730113,154607.14500332836,1116085.626889138,1117078.5270758173,ชัยภูมิ,0.4103929756706429
2023,23814.236011799134,140459.9493285228,129734.90093162027,656999.8545777187,159878.25134978333,1110887.1921994442,1113223.2207053304,ชัยภูมิ,0.412022520195191
2024,22340.83994865761,137106.40357312106,126563.85723772086,655841.4045802499,164966.42624252694,1106818.9315822762,1108607.607026358,ชัยภูมิ,0.41463635994792364
2025,20867.443885516088,133752.8578177193,123392.81354382145,654682.9545827812,170054.60113527058,1102750.6709651086,1103991.9933473857,ชัยภูมิ,0.4172792883914582
2026,19394.047822374567,130399.31206231755,120221.76984992206,653524.5045853123,175142.7760280142,1098682.4103479406,1099376.3796684132,ชัยภูมิ,0.4199517938226981
2027,17920.651759233046,127045.7663069158,117050.72615602265,652366.0545878436,180230.9509207578,1094614.149730773,1094760.765989441,ชัยภูมิ,0.4226543755290966
2028,16447.255696091524,123692.22055151405,113879.68246212324,651207.6045903749,185319.12581350142,1090545.889113605,1090145.1523104685,ชัยภูมิ,0.42538754409962504
2029,14973.85963295,120338.6747961123,110708.63876822383,650049.1545929061,190407.30070624503,1086477.6284964373,1085529.5386314963,ชัยภูมิ,0.42815182174635824
2030,13500.463569808478,116985.12904071054,107537.59507432442,648890.7045954374,195495.47559898865,1082409.3678792694,1080913.9249525238,ชัยภูมิ,0.43094774263710534
2031,12027.067506666957,113631.58328530879,104366.55138042502,647732.2545979687,200583.6504917323,1078341.1072621017,1076298.3112735515,ชัยภูมิ,0.4337758532395282
2032,10553.671443525434,110278.03752990704,101195.50768652561,646573.8046004999,205671.8253844759,1074272.846644934,1071682.697594579,ชัยภูมิ,0.4366367126772147
2033,9080.275380383911,106924.4917745053,98024.4639926262,645415.3546030312,210760.00027721951,1070204.586027766,1067067.0839156068,ชัยภูมิ,0.4395308930981942
2034,7606.87931724239,103570.94601910355,94853.42029872679,644256.9046055623,215848.17516996313,1066136.3254105982,1062451.4702366344,ชัยภูมิ,0.44245898005640394
2035,6133.483254100869,100217.4002637018,91682.37660482738,643098.4546080936,220936.35006270674,1062068.0647934303,1057835.8565576621,ชัยภูมิ,0.44542157290664247
2036,4660.087190959344,96863.85450830005,88511.33291092797,641940.0046106249,226024.52495545038,1057999.8041762626,1053220.2428786897,ชัยภูมิ,0.4484192852135685
2037,3186.691127817823,93510.30875289829,85340.28921702856,640781.5546131561,231112.699848194,1053931.5435590947,1048604.6291997174,ชัยภูมิ,0.45145274517533135
2038,1713.295064676302,90156.76299749654,82169.24552312915,639623.1046156874,236200.8747409376,1049863.282941927,1043989.0155207451,ชัยภูมิ,0.45452259606244816
2039,239.89900153478084,86803.21724209479,78998.20182922974,638464.6546182187,241289.04963368122,1045795.0223247592,1039373.4018417727,ชัยภูมิ,0.4576294966725709
2040,0.0,83449.67148669303,75827.15813533035,637306.2046207499,246377.22452642483,1041726.7617075914,1034757.7881628004,ชัยภูมิ,0.4625038081775059
2041,0.0,80096.12573129128,72656.11444143094,636147.7546232811,251465.39941916848,1037658.5010904234,1030142.174483828,ชัยภูมิ,0.46777612202930713
2042,0.0,76742.57997588953,69485.07074753153,634989.3046258123,256553.5743119121,1033590.2404732557,1025526.5608048557,ชัยภูมิ,0.47311324008224953
2043,0.0,73389.03422048778,66314.02705363212,633830.8546283436,261641.7492046557,1029521.9798560878,1020910.9471258833,ชัยภูมิ,0.4785163645277111
2044,0.0,70035.48846508603,63142.98335973271,632672.4046308749,266729.92409739934,1025453.7192389201,1016295.333446911,ชัยภูมิ,0.4839867274781098
2045,0.0,66681.94270968428,59971.93966583331,631513.9546334061,271818.0989901429,1021385.4586217523,1011679.7197679386,ชัยภูมิ,0.4895255919036027
2046,0.0,63328.396954282536,56800.895971933904,630355.5046359374,276906.27388288657,1017317.1980045845,1007064.1060889662,ชัยภูมิ,0.4951342526041978
2047,0.0,59974.85119888077,53629.852278034494,629197.0546384687,281994.44877563015,1013248.9373874166,1002448.4924099939,ชัยภูมิ,0.5008140372188458
2048,0.0,56621.305443479025,50458.808584135084,628038.6046409998,287082.6236683738,1009180.6767702488,997832.8787310215,ชัยภูมิ,0.5065663072731673
2049,0.0,53267.759688077276,47287.764890235674,626880.1546435311,292170.7985611174,1005112.416153081,993217.2650520492,ชัยภูมิ,0.5123924592675502
2050,0.0,49914.21393267553,44116.721196336264,625721.7046460623,297258.973453861,1001044.1555359131,988601.6513730768,ชัยภูมิ,0.518293925807446
2013,12924.767430376005,55892.45679701236,58042.64483863132,214368.51427065817,30722.296941464338,371950.6802781422,374620.514107814,อำนาจเจริญ,0.3654017753689676
2014,12509.738306546808,55287.62327694553,57258.88497840098,214460.27070788832,32263.03673656328,371779.55400634493,375191.96260824683,อำนาจเจริญ,0.36824933474907223
2015,12061.055868699006,54608.30905879959,56441.02445693342,215828.3965060878,33766.89614970662,372705.6820402264,375967.5731757169,อำนาจเจริญ,0.3688855719528127
2016,11395.151378670282,53915.26340327583,55117.6383858477,217525.5243071958,35280.520739847416,373234.098214837,377176.6882674219,อำนาจเจริญ,0.3689472148437637
2017,10913.388289321767,53413.97104467377,53198.05802902415,219505.07996473124,36842.808015073846,373873.3053428247,377906.7865485617,อำนาจเจริญ,0.3709901106872707
2018,10771.590542384485,52739.4056468052,51799.88385309899,221368.40363910547,38436.38046323124,375115.66414462536,378986.99829660315,อำนาจเจริญ,0.37320355736875294
2019,10569.290433128715,51975.648578799155,50011.42526366055,222711.1729493212,40044.51081691517,375312.04804182483,379335.08632988814,อำนาจเจริญ,0.37616776351157444
